word,word_length,starts_with,ends_with,has_definition,definition_count,part_of_speech,definition,examples,synset_name
neatly,6,n,y,True,1,r,with neatness,she put the slippers under the bed neatly,neatly.r.01
nebula,6,n,a,True,4,n,a medicinal liquid preparation intended for use in an atomizer,,nebula.n.01
nebular,7,n,r,True,2,a,of or relating to or resembling a nebula,the nebular hypothesis of the origin of the solar system,nebular.a.01
nec,3,n,c,True,1,n,an acute inflammatory disease occurring in the intestines of premature infants; necrosis of intestinal tissue may follow,,necrotizing_enterocolitis.n.01
neck,4,n,k,True,6,n,the part of an organism (human or animal) that connects the head to the rest of the body,he admired her long graceful neck; the horse won by a neck,neck.n.01
necking,7,n,g,True,3,n,the molding at the top of a column,,gorgerin.n.01
necks,5,n,s,True,6,n,the part of an organism (human or animal) that connects the head to the rest of the body,he admired her long graceful neck; the horse won by a neck,neck.n.01
necktie,7,n,e,True,1,n,neckwear consisting of a long narrow piece of material worn (mostly by men) under a collar and tied in knot at the front,he stood in front of the mirror tightening his necktie; he wore a vest and tie,necktie.n.01
nectar,6,n,r,True,3,n,a sweet liquid secretion that is attractive to pollinators,,nectar.n.01
need,4,n,d,True,7,n,a condition requiring relief,she satisfied his need for affection; God has no need of men to accomplish His work; there is a demand for jobs,need.n.01
needed,6,n,d,True,4,v,"require as useful, just, or proper",It takes nerve to do what she did; success usually requires hard work; This job asks a lot of patience and skill; This position demands a lot of personal sacrifice; This dinner calls for a spectacular dessert; This intervention does not postulate a patient's consent,necessitate.v.01
needing,7,n,g,True,3,v,"require as useful, just, or proper",It takes nerve to do what she did; success usually requires hard work; This job asks a lot of patience and skill; This position demands a lot of personal sacrifice; This dinner calls for a spectacular dessert; This intervention does not postulate a patient's consent,necessitate.v.01
needle,6,n,e,True,6,n,the leaf of a conifer,,acerate_leaf.n.01
needled,7,n,d,True,3,v,"goad or provoke,as by constant criticism",He needled her with his sarcastic remarks,needle.v.01
needles,7,n,s,True,6,n,the leaf of a conifer,,acerate_leaf.n.01
needs,5,n,s,True,8,n,a condition requiring relief,she satisfied his need for affection; God has no need of men to accomplish His work; there is a demand for jobs,need.n.01
needy,5,n,y,True,3,n,needy people collectively,they try to help the needy,needy.n.01
negate,6,n,e,True,4,v,be in contradiction with,,contradict.v.01
neglect,7,n,t,True,9,n,lack of attention and due care,,disregard.n.01
negro,5,n,o,True,2,n,a person with dark skin who comes from Africa (or whose ancestors came from Africa),,black.n.05
negroes,7,n,s,True,1,n,a person with dark skin who comes from Africa (or whose ancestors came from Africa),,black.n.05
negroid,7,n,d,True,2,n,a person with dark skin who comes from Africa (or whose ancestors came from Africa),,black.n.05
nehru,5,n,u,True,1,n,Indian statesman and leader with Gandhi in the struggle for home rule; was the first prime minister of the Republic of India from 1947 to 1964 (1889-1964),,nehru.n.01
neither,7,n,r,True,1,s,not either; not one or the other,,neither.s.01
nelson,6,n,n,True,2,n,English admiral who defeated the French fleets of Napoleon but was mortally wounded at Trafalgar (1758-1805),,nelson.n.01
nemesis,7,n,s,True,2,n,(Greek mythology) the goddess of divine retribution and vengeance,,nemesis.n.01
neon,4,n,n,True,1,n,a colorless odorless gaseous element that give a red glow in a vacuum tube; one of the six inert gasses; occurs in the air in small amounts,,neon.n.01
nepal,5,n,l,True,1,n,a small landlocked Asian country high in the Himalayas between India and China,,nepal.n.01
nephew,6,n,w,True,1,n,a son of your brother or sister,,nephew.n.01
nephews,7,n,s,True,1,n,a son of your brother or sister,,nephew.n.01
neptune,7,n,e,True,2,n,(Roman mythology) god of the sea; counterpart of Greek Poseidon,,neptune.n.01
nernst,6,n,t,True,1,n,German physicist and chemist who formulated the third law of thermodynamics (1864-1941),,nernst.n.01
nero,4,n,o,True,1,n,Roman Emperor notorious for his monstrous vice and fantastic luxury (was said to have started a fire that destroyed much of Rome in 64) but the Roman Empire remained prosperous during his rule (37-68),,nero.n.01
nerve,5,n,e,True,4,n,any bundle of nerve fibers running to various organs and tissues of the body,,nerve.n.01
nerves,6,n,s,True,6,n,an uneasy psychological state,he suffered an attack of nerves,nervousness.n.02
nervous,7,n,s,True,5,s,easily agitated,a nervous addict; a nervous thoroughbred,nervous.s.01
nest,4,n,t,True,9,n,a structure in which animals lay eggs or give birth to their young,,nest.n.01
nested,6,n,d,True,4,v,"inhabit a nest, usually after building",birds are nesting outside my window every Spring,nest.v.01
nester,6,n,r,True,2,n,someone who settles lawfully on government land with the intent to acquire title to it,,squatter.n.01
nesting,7,n,g,True,4,v,"inhabit a nest, usually after building",birds are nesting outside my window every Spring,nest.v.01
nestled,7,n,d,True,4,v,move or arrange oneself in a comfortable and cozy position,We cuddled against each other to keep warm; The children snuggled into their sleeping bags,cuddle.v.01
nestor,6,n,r,True,2,n,(Greek mythology) a wise old counselor to the Greeks at Troy,,nestor.n.01
nests,5,n,s,True,9,n,a structure in which animals lay eggs or give birth to their young,,nest.n.01
net,3,n,t,True,12,n,a computer network consisting of a worldwide network of computer networks that use the TCP/IP network protocols to facilitate data transmission and exchange,,internet.n.01
nether,6,n,r,True,3,s,lower,gnawed his nether lip,nether.s.01
nets,4,n,s,True,10,n,a computer network consisting of a worldwide network of computer networks that use the TCP/IP network protocols to facilitate data transmission and exchange,,internet.n.01
netted,6,n,d,True,5,v,make as a net profit,The company cleared $1 million,net.v.01
netting,7,n,g,True,6,n,a net of transparent fabric with a loose open weave,,gauze.n.02
nettled,7,n,d,True,3,v,sting with or as with nettles and cause a stinging pain or sensation,,nettle.v.01
network,7,n,k,True,6,n,an interconnected system of things or people,he owned a network of shops; retirement meant dropping out of a whole network of people who had been part of my life; tangled in a web of cloth,network.n.01
neumann,7,n,n,True,1,n,United States mathematician who contributed to the development of atom bombs and of stored-program digital computers (1903-1957),,von_neumann.n.01
neural,6,n,l,True,2,a,of or relating to the nervous system,nervous disease; neural disorder,nervous.a.03
neuron,6,n,n,True,1,n,a cell that is specialized to conduct nerve impulses,,nerve_cell.n.01
neuter,6,n,r,True,4,n,a gender that refers chiefly (but not exclusively) to inanimate objects (neither masculine nor feminine),,neuter.n.01
neutral,7,n,l,True,8,n,one who does not side with any party in a war or dispute,,neutral.n.01
neutron,7,n,n,True,1,n,an elementary particle with 0 charge and mass about equal to a proton; enters into the structure of the atomic nucleus,,neutron.n.01
nevada,6,n,a,True,1,n,a state in the southwestern United States,,nevada.n.01
never,5,n,r,True,2,r,not ever; at no time in the past or future,I have never been to China; I shall never forget this day; had never seen a circus; never on Sunday; I will never marry you!,never.r.01
new,3,n,w,True,12,a,not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered,a new law; new cars; a new comet; a new friend; a new year; the New World,new.a.01
newark,6,n,k,True,1,n,the largest city in New Jersey; located in northeastern New Jersey,,newark.n.01
newborn,7,n,n,True,3,n,a baby from birth to four weeks,,neonate.n.01
newel,5,n,l,True,2,n,the post at the top or bottom of a flight of stairs; it supports the handrail,,newel_post.n.01
newer,5,n,r,True,11,a,not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered,a new law; new cars; a new comet; a new friend; a new year; the New World,new.a.01
newest,6,n,t,True,11,a,not of long duration; having just (or relatively recently) come into being or been made or acquired or discovered,a new law; new cars; a new comet; a new friend; a new year; the New World,new.a.01
newly,5,n,y,True,1,r,very recently,they are newly married; newly raised objections; a newly arranged hairdo; grass new washed by the rain; a freshly cleaned floor; we are fresh out of tomatoes,newly.r.01
newman,6,n,n,True,2,n,United States film actor (born in 1925),,newman.n.01
newport,7,n,t,True,2,n,a port city in southeastern Wales,,newport.n.01
news,4,n,s,True,5,n,information about recent and important events,they awaited news of the outcome,news.n.01
newsboy,7,n,y,True,1,n,a boy who delivers newspapers,,carrier.n.08
newsman,7,n,n,True,1,n,a person who investigates and reports or edits news stories,,reporter.n.01
newsmen,7,n,n,True,1,n,a person who investigates and reports or edits news stories,,reporter.n.01
newt,4,n,t,True,1,n,small usually bright-colored semiaquatic salamanders of North America and Europe and northern Asia,,newt.n.01
newton,6,n,n,True,2,n,English mathematician and physicist; remembered for developing the calculus and for his law of gravitation and his three laws of motion (1642-1727),,newton.n.01
newts,5,n,s,True,1,n,small usually bright-colored semiaquatic salamanders of North America and Europe and northern Asia,,newt.n.01
next,4,n,t,True,4,s,immediately following in time or order,the following day; next in line; the next president; the next item on the list,following.s.02
ngo,3,n,o,True,1,n,an organization that is not part of the local or state or federal government,,nongovernmental_organization.n.01
niagara,7,n,a,True,2,n,waterfall in Canada is the Horseshoe Falls; in the United States it is the American Falls,,niagara.n.01
nibble,6,n,e,True,5,n,a small byte,,nybble.n.01
nice,4,n,e,True,6,n,a city in southeastern France on the Mediterranean; the leading resort on the French Riviera,,nice.n.01
nicely,6,n,y,True,1,r,in a nice way,a nicely painted house,nicely.r.01
nicer,5,n,r,True,5,a,pleasant or pleasing or agreeable in nature or appearance; - George Meredith,what a nice fellow you are and we all thought you so nasty; nice manners; a nice dress; a nice face; a nice day; had a nice time at the party; the corn and tomatoes are nice today,nice.a.01
nicest,6,n,t,True,5,a,pleasant or pleasing or agreeable in nature or appearance; - George Meredith,what a nice fellow you are and we all thought you so nasty; nice manners; a nice dress; a nice face; a nice day; had a nice time at the party; the corn and tomatoes are nice today,nice.a.01
niche,5,n,e,True,4,n,a position particularly well suited to the person who occupies it,he found his niche in the academic world,niche.n.01
nick,4,n,k,True,7,n,an impression in a surface (as made by a blow),,dent.n.03
nicked,6,n,d,True,4,v,"cut slightly, with a razor",The barber's knife nicked his cheek,nick.v.01
nickel,6,n,l,True,4,n,a hard malleable ductile silvery metallic element that is resistant to corrosion; used in alloys; occurs in pentlandite and smaltite and garnierite and millerite,,nickel.n.01
nickels,7,n,s,True,4,n,a hard malleable ductile silvery metallic element that is resistant to corrosion; used in alloys; occurs in pentlandite and smaltite and garnierite and millerite,,nickel.n.01
niebuhr,7,n,r,True,2,n,United States Protestant theologian (1892-1971),,niebuhr.n.01
niece,5,n,e,True,1,n,a daughter of your brother or sister,,niece.n.01
nieces,6,n,s,True,1,n,a daughter of your brother or sister,,niece.n.01
niger,5,n,r,True,2,n,an African river; flows into the South Atlantic,,niger.n.01
nigeria,7,n,a,True,1,n,a republic in West Africa on the Gulf of Guinea; gained independence from Britain in 1960; most populous African country,,nigeria.n.01
nigger,6,n,r,True,1,n,(ethnic slur) extremely offensive name for a Black person,only a Black can call another Black a nigga,nigger.n.01
niggers,7,n,s,True,1,n,(ethnic slur) extremely offensive name for a Black person,only a Black can call another Black a nigga,nigger.n.01
nigh,4,n,h,True,4,a,not far distant in time or space or degree or circumstances,near neighbors; in the near future; they are near equals; his nearest approach to success; a very near thing; a near hit by the bomb; she was near tears; she was close to tears; had a close call,near.a.01
